TRNAR-UCG_9	n-TRtcg4	100.000	73	0	0	1	73	1	73	7.94e-32	135
TRNAL-CAA_7	n-TLcaa1	98.810	84	1	0	1	84	1	84	3.46e-36	150
TRNAR-UCG_10	n-TRtcg4	98.630	73	1	0	1	73	1	73	3.69e-30	130
TRNAL-CAA_8	n-TLcaa1	96.429	84	3	0	1	84	1	84	7.48e-33	139
TRNAR-UCG_11	n-TRtcg4	100.000	73	0	0	1	73	1	73	7.94e-32	135
TRNAL-CAA_9	n-TLcaa1	98.810	84	1	0	1	84	1	84	3.46e-36	150
TRNAR-UCG_12	n-TRtcg4	100.000	73	0	0	1	73	1	73	7.94e-32	135
TRNAL-CAA_10	n-TLcaa1	98.810	84	1	0	1	84	1	84	3.46e-36	150
TRNAR-UCG_13	n-TRtcg4	100.000	73	0	0	1	73	1	73	7.94e-32	135
TRNAL-CAA_11	n-TLcaa1	98.810	84	1	0	1	84	1	84	3.46e-36	150
TRNAR-UCG_14	n-TRtcg4	98.630	73	1	0	1	73	1	73	3.69e-30	130
TRNAL-CAA_12	n-TLcaa1	97.619	84	2	0	1	84	1	84	1.61e-34	145
TRNAR-UCG_16	n-TRtcg4	97.260	73	2	0	1	73	1	73	1.72e-28	124
TRNAL-CAA_13	n-TLcaa1	96.429	84	3	0	1	84	1	84	7.48e-33	139
TRNAR-UCG_17	n-TRtcg3	97.260	73	2	0	1	73	1	73	1.72e-28	124
TRNAR-UCG_18	n-TRtcg4	97.260	73	2	0	1	73	1	73	1.72e-28	124
LOC138661899	Pou4f1	71.831	284	64	10	90	360	382	662	1.28e-09	67.6
LPAR4	Lpar6	74.107	224	46	10	718	935	858	1075	4.00e-14	82.4
PLS3	Lcp1	75.533	1643	372	28	549	2176	975	2602	0.0	780
KLHL13	Klhl13	79.887	1944	382	7	689	2629	997	2934	0.0	1415
WDR44	Wdr44	78.354	1677	346	12	1081	2752	1926	3590	0.0	1070
DOCK11	Dock11	72.548	2182	542	50	1475	3626	3040	5194	0.0	658
HS6ST2	Hs6st3	84.774	243	35	2	432	673	1308	1549	1.62e-62	243
LOC138661946	Fam122a	96.875	32	1	0	224	255	118	149	6.37e-06	54.7
MOSPD1	Gm2147	78.701	662	130	7	475	1135	109	760	2.65e-119	431
SLC9A6	Slc9a7	74.200	1469	348	26	108	1562	504	1955	8.90e-165	584
ZIC3	Zic3	84.463	354	33	17	1893	2232	2328	2673	1.49e-88	329
SOX3	Sox9	72.961	233	50	11	258	482	688	915	2.78e-10	69.4
SLITRK4	Slitrk4	76.824	2550	535	49	555	3073	2391	4915	0.0	1384
FMR1	Fmr1	97.436	39	1	0	2566	2604	3379	3417	1.93e-09	67.6
MTM1	Mtm1	75.064	1171	278	14	627	1790	675	1838	9.63e-150	532
HMGB3	Hmgb3	82.030	601	104	4	100	698	517	1115	1.60e-142	508
HMGB3	Hmgb3	89.041	73	7	1	1559	1631	1899	1970	2.48e-16	89.8
IL1RAPL2	Il1rapl2	76.249	1722	377	27	641	2346	966	2671	0.0	885
TRPC5	Trpc5	79.523	2349	450	24	579	2913	396	2727	0.0	1644
PAK3	Pak2	76.523	903	203	7	989	1886	942	1840	3.05e-135	484
PAK3	Pak2	86.458	96	13	0	413	508	469	564	2.78e-21	106
AMMECR1	Ammecr1	87.484	767	96	0	675	1441	400	1166	0.0	885
RAB39B	Rab39b	86.364	66	5	3	47	112	1	62	8.61e-10	69.4
SMARCA1	Smarca5	75.916	2865	656	31	313	3160	589	3436	0.0	1437
SMAD4	Smad4	78.123	1673	338	18	181	1843	492	2146	0.0	1037
TENM1	Tenm1	75.590	8345	1868	138	656	8916	1226	9485	0.0	3969
TRNAR-UCG_19	n-TRtcg4	98.630	73	1	0	1	73	1	73	3.69e-30	130
STAG2	Stag2	79.550	3824	704	41	552	4339	1611	5392	0.0	2658
STAG2	Stag2	90.000	110	10	1	4844	4953	5911	6019	1.69e-31	141
STAG2	Stag2	92.857	56	2	2	289	343	1387	1441	3.73e-13	80.5
THOC2	Thoc2	75.931	4350	978	57	13	4330	30	4342	0.0	2169
GRIA3	Gria3	80.237	2869	523	37	664	3511	539	3384	0.0	2117
ARHGEF9	Arhgef9	81.097	1349	249	6	2823	4168	946	2291	0.0	1074
ATRX	Atrx	84.167	120	12	6	9513	9626	10103	10221	9.26e-22	110
OGT	Ogt	79.427	3072	611	18	331	3390	301	3363	0.0	2152
MED12	Med12	73.840	2844	669	54	2418	5228	2631	5432	0.0	1061
NLGN3	Nlgn2	72.130	1202	313	21	1084	2274	1483	2673	1.14e-92	344
FBXW2	Fbxw2	77.452	1366	302	6	228	1590	187	1549	0.0	811
DAB2IP	Dab2ip	79.487	1911	363	26	588	2482	674	2571	0.0	1330
RAB14	Rab14	81.496	762	136	5	381	1139	364	1123	2.23e-176	621
LOC138668348	Gm25541	86.719	128	12	4	1	125	1	126	4.46e-32	137
NOTCH1	Notch1	74.644	4070	959	62	827	4858	916	4950	0.0	1731
OLFM1	Olfm1	83.321	1313	211	6	502	1810	412	1720	0.0	1205
RXRA	Rxrg	81.193	218	40	1	620	837	796	1012	8.45e-42	174
FNBP1	Fnbp1	81.207	1176	214	6	219	1392	3649	4819	0.0	941
PRDM12	Prdm12	82.252	986	170	5	220	1204	3883	4864	0.0	846
ABL1	Abl1	83.543	1434	234	2	1075	2507	1635	3067	0.0	1339
PRRC2B	Prrc2b	79.086	1291	203	37	146	1424	255	1490	0.0	826
UCK1	Gm4482	79.579	617	122	4	203	817	89	703	3.69e-121	438
RAPGEF1	Rapgef1	80.511	1252	237	6	2502	3751	2807	4053	0.0	953
RALGDS	Ralgds	78.148	540	107	10	3659	4194	2482	3014	3.85e-89	333
ABCA2	Abca12	87.143	70	9	0	7187	7256	7647	7716	6.42e-13	80.5
NSMF	Nsmf	74.451	1002	243	10	697	1691	807	1802	1.60e-115	420
PNPLA7	Pnpla7	74.872	780	190	6	427	1203	511	1287	3.43e-94	350
RPL12	Rpl12	93.478	46	3	0	38	83	33	78	1.04e-10	69.4
TUBB4B	Tubb4b	85.886	1332	186	2	101	1431	112	1442	0.0	1417
LOC138662295	Lmo4	81.067	375	68	3	157	528	484	858	1.23e-78	296
LOC138666299	Myh4	77.470	5819	1227	72	80	5856	120	5896	0.0	3406
LOC138666299	Myh4	81.621	1616	282	13	6121	7728	346	1954	0.0	1325
LOC138662358	Myh4	77.450	5561	1190	52	389	5917	350	5878	0.0	3264
LOC138662370	Tuba3a	82.939	1354	231	0	459	1812	112	1465	0.0	1221
RPL10	Rpl10l	82.183	623	107	4	34	654	44	664	3.48e-150	532
ATP6AP1	Atp6ap1	83.010	206	31	4	1194	1397	1329	1532	1.21e-44	183
PLXNA3	Plxna3	77.048	1978	444	10	3864	5836	4784	6756	0.0	1129
SLC35A2	Slc35a2	73.228	945	219	31	226	1154	196	1122	1.14e-83	313
OTUD5	Otud5	76.956	1163	229	20	463	1598	3012	4162	4.62e-178	627
KCND1	Kcnd1	73.669	1728	405	40	697	2384	199	1916	7.37e-177	625
UBA1	Uba1	75.828	2023	449	34	1449	3454	1500	3499	0.0	990
LOC138662396	Rhoc	81.836	523	93	2	333	854	76	597	2.04e-121	438
CACNA1B	Cacna1b	77.702	2341	476	35	3760	6071	3548	5871	0.0	1389
CACNA1B	Cacna1b	77.045	2139	462	23	542	2660	276	2405	0.0	1203
RALGPS1	Ralgps1	78.191	1128	225	16	638	1750	673	1794	0.0	701
SURF4	Surf4	79.324	769	156	3	366	1133	232	998	1.16e-150	536
KCNT1	Kcnt1	81.651	327	57	1	3711	4034	5447	5773	8.37e-70	268
UBAC1	Ubac1	76.554	708	160	6	73	777	227	931	2.18e-104	383
SET	Set	80.916	131	21	3	1698	1826	1540	1668	1.25e-19	100
SET	Set	89.552	67	5	2	2120	2186	1970	2034	1.26e-14	84.2
SPTAN1	Sptan1	79.982	6729	1311	30	57	6767	226	6936	0.0	4931
SPTAN1	Sptan1	80.461	737	139	4	6760	7494	6993	7726	6.04e-157	558
DNM1	Dnm2	75.065	2306	527	37	228	2503	189	2476	0.0	1029
TRNAR-UCU_139	n-TRtct1	100.000	73	0	0	1	73	1	73	7.94e-32	135
TRNAR-UCU_140	n-TRtct1	97.260	73	2	0	1	73	1	73	1.72e-28	124
TRNAR-UCU_141	n-TRtct1	100.000	73	0	0	1	73	1	73	7.94e-32	135
TRNAR-UCU_142	n-TRtct1	100.000	73	0	0	1	73	1	73	7.94e-32	135
NACC2	Nacc2	78.599	514	103	6	331	841	701	1210	6.09e-89	333
CRAT	Crat	74.884	1720	415	15	601	2310	522	2234	0.0	767
LRRC8A	Lrrc8c	87.778	90	7	4	935	1023	1167	1253	8.49e-20	102
WNK3	Wnk2	74.928	1045	242	18	548	1582	1389	2423	3.25e-127	460
SH2D3C	Sh2d3c	75.063	794	170	16	187	957	1018	1806	1.10e-92	344
SLC25A25	Slc25a25	76.751	1299	294	7	380	1674	2152	3446	0.0	719
CACNA1F	Cacna1f	77.370	2395	523	15	2389	4775	2492	4875	0.0	1402
GPR173	Gpr173	76.749	929	206	8	684	1607	1134	2057	4.81e-143	510
IQSEC2	Iqsec2	77.917	557	94	18	842	1376	12333	12882	4.25e-85	320
ATP2B3	Atp2b3	79.134	2703	542	19	1473	4164	1663	4354	0.0	1847
ABCD1	Abcd1	74.671	1899	455	22	1994	3879	708	2593	0.0	819
HUWE1	Huwe1	76.606	6664	1451	82	2011	8611	3684	10302	0.0	3570
HUWE1	Huwe1	79.599	2093	390	18	11477	13540	13249	15333	0.0	1465
TTC16	Ttc16	75.796	157	28	8	1177	1328	1415	1566	1.17e-10	71.3
FLNA	Flna	76.795	7895	1743	80	291	8139	317	8168	0.0	4348
MECP2	Mecp2	79.439	321	59	7	256	572	557	874	1.73e-55	220
LOC138662596	Myh4	77.224	5800	1242	71	81	5839	120	5881	0.0	3319
LOC138662595	Myh4	77.025	5815	1257	72	61	5834	120	5896	0.0	3264
LOC138662597	Myh4	75.317	5834	1343	82	116	5902	120	5903	0.0	2706
LOC138662598	Bicd2	75.668	374	83	6	1980	2349	2104	2473	2.62e-43	180
ARHGAP4	Srgap3	75.000	272	56	10	2430	2698	2912	3174	1.63e-23	115
LOC138662613	Idh3g	78.118	882	188	4	57	937	185	1062	1.47e-156	555
LOC138666318	Idh3g	78.247	639	134	4	2	639	185	819	1.30e-111	405
DENND1A	Dennd1a	73.821	997	235	20	927	1910	1166	2149	3.86e-101	372
NEK6	Nek6	78.076	821	176	4	1045	1863	257	1075	1.31e-144	516
HSPA5	Hspa5	79.379	2124	396	28	227	2320	263	2374	0.0	1458
PBX3	Pbx3	81.897	812	147	0	1504	2315	639	1450	0.0	686
LMX1B	Lmx1b	79.525	1094	216	5	547	1633	746	1838	0.0	773
RBMX2	Rbmx2	76.562	384	88	2	90	472	113	495	9.38e-53	209
LOC138662704	Dgkh	75.025	1013	232	19	820	1823	14772	15772	3.33e-124	449
LOC138662719	Rraga	81.521	947	173	2	74	1019	243	1188	0.0	778
LOC138662742	Rdx	75.434	1266	297	14	152	1410	553	1811	1.11e-170	603
TRNAT-CGU_71	n-TTcgt5	97.015	67	2	0	1	67	1	67	3.64e-25	113
ERN1	Ern1	77.199	1228	267	13	1759	2978	1777	2999	0.0	704
ZNF207	Zfp207	74.282	766	164	23	1491	2236	2592	3344	2.33e-77	292
LOC138662803	Zfp493	97.059	34	1	0	2807	2840	408	441	1.58e-06	58.4
LOC138662816	Gm10988	72.727	209	51	6	1066	1271	650	855	4.34e-09	65.8
LOC138662817	Zfp426	88.000	50	4	2	1660	1708	1589	1637	7.44e-07	58.4
LOC138662818	Zfp426	88.000	50	4	2	2136	2184	1589	1637	9.25e-07	58.4
LOC138662821	Zfp267	100.000	31	0	0	1006	1036	2193	2223	1.20e-06	58.4
LOC138667336	Gm18243	85.484	62	4	4	993	1051	554	613	1.29e-07	60.2
LOC138662834	Zfp426	88.000	50	4	2	691	739	1589	1637	6.43e-07	58.4
TRNAL-CAA_14	n-TLcaa1	97.619	84	2	0	1	84	1	84	1.61e-34	145
LOC138662836	Gm10988	76.613	124	27	2	2321	2443	1330	1452	1.84e-09	67.6
LOC138662837	Zfp286	87.500	56	3	3	1177	1230	4460	4513	4.95e-08	62.1
LOC138662842	Zfp426	92.000	50	2	2	3278	3326	1589	1637	7.57e-10	69.4
LOC138662849	Zfp426	88.000	50	4	2	1453	1501	1589	1637	1.79e-06	58.4
LOC138662849	Zfp426	88.000	50	4	2	1537	1585	1589	1637	1.79e-06	58.4
LOC138662849	Zfp426	88.000	50	4	2	1621	1669	1589	1637	1.79e-06	58.4
LOC138662848	Zfp248	100.000	29	0	0	1325	1353	2236	2264	8.77e-06	54.7
LOC138662848	Zfp248	100.000	29	0	0	1744	1772	2236	2264	8.77e-06	54.7
LOC138662852	Zfp426	88.235	51	2	4	1224	1272	1589	1637	1.35e-06	58.4
LOC138662862	Zfp426	88.235	51	2	4	1331	1379	1589	1637	1.28e-06	58.4
LOC138662865	Gm10988	100.000	29	0	0	1672	1700	827	855	7.95e-06	54.7
LOC138662867	Gm10988	72.857	210	49	8	1069	1274	650	855	4.36e-09	65.8
LOC138666344	Zfp286	89.091	55	6	0	959	1013	4459	4513	5.45e-10	69.4
LOC138662874	Zfp473	85.714	56	4	4	1127	1180	3625	3678	4.10e-06	56.5
LOC138662875	Zfp248	100.000	29	0	0	1196	1224	2236	2264	8.99e-06	54.7
LOC138662871	Zscan20	82.090	67	12	0	1668	1734	3127	3193	7.02e-07	58.4
LOC138662870	Zfp426	88.000	50	4	2	1712	1760	1589	1637	1.02e-06	58.4
LOC138662870	Zfp426	88.000	50	4	2	2132	2180	1589	1637	1.02e-06	58.4
LOC138662870	Zfp426	88.000	50	4	2	2216	2264	1589	1637	1.02e-06	58.4
LOC138662878	Zfp426	90.000	50	3	2	1535	1583	1589	1637	1.52e-08	63.9
LOC138662878	Zfp426	88.000	50	4	2	1115	1163	1589	1637	7.09e-07	58.4
LOC138662878	Zfp426	88.000	50	4	2	1451	1499	1589	1637	7.09e-07	58.4
LOC138662882	Zfp426	88.000	50	4	2	1512	1560	1589	1637	1.55e-06	58.4
LOC138662884	Zfp426	88.000	50	4	2	1207	1255	1589	1637	5.86e-07	58.4
LOC138662881	Zfp426	88.000	50	4	2	1512	1560	1589	1637	1.28e-06	58.4
LOC138662890	Gm10988	72.727	209	51	6	1062	1267	650	855	4.68e-09	65.8
LOC138667347	Zfp286	100.000	32	0	0	1165	1196	4460	4491	1.60e-07	60.2
LOC138662893	Zfp426	87.719	57	5	2	1868	1923	1582	1637	1.06e-08	65.8
LOC138662893	Zfp426	90.000	50	3	2	1371	1419	1589	1637	3.80e-08	63.9
LOC138662893	Zfp426	90.000	50	3	2	1623	1671	1589	1637	3.80e-08	63.9
LOC138662893	Zfp426	90.000	50	3	2	1707	1755	1589	1637	3.80e-08	63.9
LOC138662893	Zfp426	90.000	50	3	2	1791	1839	1589	1637	3.80e-08	63.9
LOC138662893	Zfp426	88.000	50	4	2	1455	1503	1589	1637	1.77e-06	58.4
LOC138662893	Zfp426	88.000	50	4	2	1539	1587	1589	1637	1.77e-06	58.4
LOC138662893	Zfp426	88.000	50	4	2	2295	2343	1589	1637	1.77e-06	58.4
LOC138662894	Zfp286	72.340	235	57	7	1005	1235	4283	4513	1.26e-09	67.6
LOC138662894	Zfp286	87.037	54	7	0	1350	1403	4460	4513	5.86e-08	62.1
LOC138662901	Zfp426	88.000	50	4	2	2086	2134	1589	1637	9.08e-07	58.4
LOC138662904	Zfp426	88.235	51	2	4	514	562	1589	1637	8.08e-07	58.4
LOC138662903	Zfp426	88.235	51	2	4	1270	1318	1589	1637	1.08e-06	58.4
LOC138662900	Zfp426	88.235	51	2	4	1266	1314	1589	1637	1.20e-06	58.4
LOC138662912	Zfp426	88.235	51	2	4	1443	1491	1589	1637	1.15e-06	58.4
LOC138662914	Zfp426	88.235	51	2	4	1725	1773	1589	1637	1.42e-06	58.4
LOC138667350	Zfp426	88.000	50	4	2	1285	1333	1589	1637	5.93e-07	58.4
LOC138666355	Zfp426	88.000	50	4	2	267	315	1589	1637	1.81e-07	58.4
LOC138662916	Gm10770	96.970	33	1	0	836	868	573	605	5.31e-06	56.5
LOC138666356	Zfp426	85.965	57	6	2	1148	1203	1582	1637	1.85e-07	60.2
LOC138666356	Zfp426	88.000	50	4	2	1395	1443	1589	1637	6.66e-07	58.4
LOC138666356	Zfp426	94.286	35	2	0	1556	1590	1582	1616	8.61e-06	54.7
LOC138662922	Zfp113	100.000	30	0	0	1182	1211	1259	1288	9.50e-06	56.5
LOC138662923	Zfp248	100.000	29	0	0	1791	1819	2233	2261	8.98e-06	54.7
LOC138667356	Zfp109	100.000	30	0	0	1370	1399	2720	2749	2.36e-06	56.5
LOC138662934	Zfp35	96.970	33	1	0	693	725	1798	1830	1.70e-06	56.5
LOC138662952	Zfp426	88.235	51	2	4	1784	1832	1589	1637	1.20e-06	58.4
LOC138662949	Zfp426	88.000	50	4	2	1455	1503	1589	1637	7.51e-07	58.4
LOC138662949	Zfp426	88.000	50	4	2	1539	1587	1589	1637	7.51e-07	58.4
LOC138662953	Zfp426	88.000	50	4	2	1452	1500	1589	1637	1.42e-06	58.4
LOC138662955	Zfp426	88.000	50	4	2	1411	1459	1589	1637	6.10e-07	58.4
LOC138666364	Zfp426	85.965	57	6	2	617	672	1582	1637	1.98e-07	60.2
LOC138666364	Zfp426	88.000	50	4	2	1209	1257	1589	1637	7.13e-07	58.4
LOC138662965	Zfp286	72.340	235	57	7	701	931	4283	4513	9.12e-10	67.6
LOC138662965	Zfp286	87.037	54	7	0	1045	1098	4460	4513	4.24e-08	62.1
LOC138666366	Zfp382	97.059	34	0	1	1163	1195	1497	1530	3.87e-06	56.5
LOC138662982	Zfp286	87.719	57	3	3	1232	1286	4459	4513	1.36e-08	63.9
LOC138666369	Zfp426	88.000	50	4	2	549	597	1589	1637	4.65e-07	58.4
LOC138662987	Zfp426	88.000	50	4	2	1518	1566	1589	1637	9.50e-07	58.4
LOC138662995	Zfp180	97.143	35	0	1	1018	1051	1728	1762	1.17e-06	58.4
LOC138662996	Zfp426	88.000	50	4	2	1333	1381	1589	1637	7.86e-07	58.4
LOC138662997	Zfp426	90.196	51	1	4	1450	1498	1589	1637	3.56e-08	63.9
LOC138662997	Zfp426	88.000	50	4	2	1282	1330	1589	1637	1.66e-06	58.4
LOC138662998	Zfp426	88.235	51	2	4	1795	1843	1589	1637	1.11e-06	58.4
LOC138662998	Zfp426	88.000	50	4	2	1879	1927	1589	1637	1.11e-06	58.4
LOC138662998	Zfp426	88.000	50	4	2	1963	2011	1589	1637	1.11e-06	58.4
LOC138662998	Zfp426	88.235	51	2	4	2299	2347	1589	1637	1.11e-06	58.4
LOC138662998	Zfp426	88.000	50	4	2	2383	2431	1589	1637	1.11e-06	58.4
LOC138662998	Zfp426	88.000	50	4	2	2635	2683	1589	1637	1.11e-06	58.4
LOC138663005	Zfp426	88.235	51	2	4	1452	1500	1589	1637	1.85e-06	58.4
LOC138663007	Zfp426	88.000	50	4	2	1006	1054	1589	1637	2.79e-06	58.4
LOC138663007	Zfp426	88.000	50	4	2	1901	1949	1589	1637	2.79e-06	58.4
LOC138666372	Zfp113	100.000	30	0	0	504	533	1259	1288	1.52e-06	56.5
LOC138666372	Zfp113	100.000	29	0	0	337	365	1092	1120	5.45e-06	54.7
LOC138663011	Zfp286	72.340	235	57	7	1148	1378	4283	4513	1.16e-09	67.6
LOC138663011	Zfp286	84.375	64	10	0	1651	1714	4450	4513	1.50e-08	63.9
LOC138663011	Zfp286	83.333	66	7	4	1483	1546	4450	4513	6.96e-07	58.4
LOC138666373	Zfp286	84.375	64	10	0	1314	1377	4450	4513	1.30e-08	63.9
LOC138663012	Zfp426	88.235	51	2	4	1248	1296	1589	1637	7.96e-07	58.4
LOC138667370	Zfp426	88.000	50	4	2	1597	1645	1589	1637	7.03e-07	58.4
LOC138663023	Zfp426	88.000	50	4	2	1225	1273	1589	1637	8.65e-07	58.4
LOC138663018	Zfp248	100.000	29	0	0	1231	1259	2236	2264	9.29e-06	54.7
LOC138666377	Zfp426	88.000	50	4	2	1344	1392	1589	1637	1.05e-06	58.4
LOC138666377	Zfp426	88.000	50	4	2	1932	1980	1589	1637	1.05e-06	58.4
LOC138663019	Gm10988	77.885	104	19	4	1104	1205	754	855	5.43e-08	62.1
LOC138667373	Zfp426	88.235	51	4	2	457	506	1588	1637	2.01e-07	60.2
LOC138663030	Zfp426	88.000	50	4	2	621	669	1589	1637	8.00e-07	58.4
LOC138663030	Zfp426	88.000	50	4	2	1548	1596	1589	1637	8.00e-07	58.4
LOC138663033	Zfp426	87.755	49	4	2	1415	1462	1589	1636	5.93e-06	56.5
LOC138663039	Zfp426	90.000	50	3	2	1878	1926	1589	1637	4.24e-08	63.9
SPAG9	Spag9	81.903	431	72	3	86	516	194	618	4.98e-97	359
TOB1	Tob1	79.216	587	118	4	173	757	428	1012	1.37e-111	405
LUC7L3	Luc7l3	82.955	88	15	0	1337	1424	1909	1996	1.22e-13	80.5
LOC138666389	Myh7	71.768	5632	1437	133	237	5798	631	6179	0.0	1450
LOC138666390	Myh4	79.728	5806	1127	45	95	5872	103	5886	0.0	4156
LOC138666390	Myh4	79.175	5820	1157	46	5927	11717	103	5896	0.0	3982
LOC138663070	Myh8	78.987	5587	1113	53	303	5863	419	5970	0.0	3757
DDX5	Ddx5	75.232	1506	333	33	900	2378	371	1863	0.0	678
TRNAR-CCG	n-TRccg1	100.000	73	0	0	1	73	1	73	7.94e-32	135
PSMD12	Psmd12	78.104	1361	290	7	119	1475	66	1422	0.0	856
HELZ	Helz	97.619	42	0	1	57	98	42	82	2.84e-10	71.3
PRKCA	Prkca	80.967	1965	357	12	143	2100	264	2218	0.0	1541
GNA13	Gna13	80.699	1145	209	12	66	1204	178	1316	0.0	880
DNAH9	Dnah9	76.166	10485	2353	129	3078	13483	3121	13538	0.0	5384
LOC138666904	Zfp40	75.000	136	33	1	1309	1443	9724	9859	4.86e-08	62.1
LOC138666902	Zfp40	74.265	136	34	1	1461	1595	9724	9859	3.45e-06	56.5
LOC138666402	Zfp40	76.382	199	39	6	3114	3308	10216	10410	3.49e-19	100
LOC138666402	Zfp40	73.820	233	55	5	3114	3343	9631	9860	2.72e-15	87.9
LOC138666402	Zfp40	71.322	401	98	14	3028	3421	9713	10103	2.72e-15	87.9
LOC138666903	Zfp40	78.182	110	24	0	2876	2985	9716	9825	2.26e-10	71.3
LOC138666404	Gm18243	84.848	66	6	3	468	531	550	613	4.77e-09	63.9
LOC138666915	Zkscan6	90.909	44	4	0	2127	2170	2367	2410	2.68e-07	60.2
LOC138666930	Zfp37	76.020	196	43	4	1255	1448	2254	2447	1.15e-18	99.0
LOC138666410	Zfp300	71.577	482	117	18	4674	5145	1683	2154	4.06e-23	113
LOC138666410	Zfp300	72.180	399	95	15	1243	1633	1597	1987	1.89e-21	108
LOC138663166	Zfp605	96.970	33	1	0	3450	3482	2387	2419	8.74e-06	56.5
LOC138663165	Zfp68	72.404	337	73	18	3014	3340	1410	1736	8.31e-16	89.8
LOC138666413	Zfp944	72.650	468	104	22	1059	1514	4921	5376	3.61e-29	134
